company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,founding_year,org_uuid,already_scraped,snapshot_in_window
HopShop,2021-02-15,https://hopshop.ai/,"Middletown, Delaware, United States","Clothing and Apparel, Commerce and Shopping, Design, Other","B2B, B2C, E-Commerce, Fashion",101298.0,,11-50,1.0,Seed,2022-06-03,145000.0,Pre-Seed,145000.0,1.0,11-50,Private,,,,,,0,2021,13441,False,False
Sellstate Legacy Realty,2018-01-01,https://www.sellstatelegacy.com,"Tampa, Florida, United States","Real Estate, Sales and Marketing","Real Estate, Residential, Sales",2702101.0,Sellstate Legacy Realty provides real estate services. They provide real estate services for selling homes. They provide inquiries through online applications and phone calls.,11-50,,,,,,,,11-50,Private,,,,,,6,2018,84411,False,False
We Hear You,2019-01-01,https://wehearyouasl.com,"Peoria, Illinois, United States","Apps, Artificial Intelligence (AI), Data and Analytics, Professional Services, Science and Engineering, Software","Apps, Artificial Intelligence (AI), Translation Service",334033.0,"We Hear You provides a range of technology products such as push, ASL translator, and carden. They provide an app that translates hand signs into audible text through the use of gesture recognition technology.",1-10,1.0,Seed,2021-01-01,,Seed,,,1-10,Private,,,,,,2,2019,30635,False,False
Reco,2018-09-24,https://www.datewithreco.com/,"Portland, Oregon, United States","Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Software","Consumer Applications, Dating, Social Media, Software",1308730.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2018,58439,False,False
Transparent Financial Systems,2018-01-01,https://www.transparent.us/,"Seattle, Washington, United States","Blockchain and Cryptocurrency, Financial Services, Lending and Investments, Other, Payments","Banking, Blockchain, Financial Services, FinTech, Payments",44705.0,"A vision of more efficient, transparent, and accurate payments for all is shared by many. However, it’s our approach that sets us apart. Where others seek to bypass the current financial system, we bring together the best of what already exists and restructure it to make it more efficient. All while staying within current regulatory frameworks. While others have taken a more radical approach, we embrace visionary pragmatism and partner with businesses and banks to move payments forward. Based in Seattle, we’ve brought together top cryptographers and financial-system specialists with world-class software and hardware engineers to partner with banks and businesses to create innovative settlement solutions. Come work with us. We're hiring!",11-50,2.0,Early Stage Venture,2020-02-05,14000000.0,Series A,22000000.0,1.0,11-50,Private,,,1,1.0,Electric Communication Technique,0,2018,5784,False,False
Upbox,2020-01-01,https://www.upbox.io,"San Jose, California, United States",Information Technology,"Information Services, Information Technology",2204000.0,,1-10,,,,,,,,1-10,Private,,,,,,6,2020,75635,False,False
Biofutura-us,2019-08-01,https://www.biofutura-us.com,"Sylvania, Ohio, United States","Commerce and Shopping, Manufacturing, Sustainability","Manufacturing, Recycling, Wholesale",955094.0,"Biofutura-US is a manufacturing company that specializes in the production of biodegradable products. The company's offerings include grocery bags, T-shirt bags, and vegetable bags, all of which are designed to be compostable. These products are made from materials such as plants and cornstarch, which can compost into non-toxic material within 180 days. Biofutura-US aims to make these environmentally friendly alternatives more accessible to consumers, promoting a greener future.",11-50,,,,,,,,11-50,Private,,,0.0,1.0,,6,2019,51241,False,False
Crawler Limited,2023-01-01,https://crawlerteam.com,"New York, New York, United States","Events, Media and Entertainment",Nightlife,111873.0,,1-10,1.0,Seed,2023-04-01,750000.0,Pre-Seed,750000.0,,1-10,Private,,,,,,0,2023,14607,False,False
Neofie,2021-01-01,https://www.neofie.com/,"Atlanta, Georgia, United States","Financial Services, Information Technology, Lending and Investments","Banking, FinTech, Information Technology",234821.0,,51-100,,,,,,,,51-100,Private,,,,,,6,2021,24775,False,False
Path Network,2018-01-01,https://path.net,"Tempe, Arizona, United States","Blockchain and Cryptocurrency, Content and Publishing, Information Technology, Internet Services, Other, Privacy and Security","Content Delivery Network, Information Services, Infrastructure, Internet, Network Security, Smart Contracts",25303.0,"Path is revolutionizing the uptime and performance monitoring industry by using blockchain technology and smart contracts. Powerful analytic tools combined with user powered monitoring nodes give unprecedented global coverage and invaluable insight into website, application, and network uptime and performance.",11-50,3.0,Seed,2019-04-12,1000000.0,Seed,5000000.0,3.0,11-50,Private,,,,,,0,2018,2351,False,False
Scopex,2021-01-01,http://scpx.io,"Philadelphia, Pennsylvania, United States","Other, Professional Services","Business Development, Consulting, Professional Services",1608159.0,"Scopex is a business strategy consulting and execution firm for startups with deep-tech products.  Scopex was founded in 2021 and was headquartered in Philadelphia, Pennsylvania.",1-10,,,,,,,1.0,1-10,Private,,,,,,6,2021,65190,False,False
BandPay.ME,2019-10-10,https://bandpay.me,"Aventura, Florida, United States","Financial Services, Media and Entertainment, Music and Audio","FinTech, Music",84554.0,"BandPay.ME is a mobile application platform for the music industry to manage their payments. The company specializes in the fields of music business, finance, and payment services,. BandPay.ME was founded in 2019 and headquartered in Florida, United States.",1-10,1.0,Seed,2020-01-01,2000000.0,Seed,2000000.0,2.0,1-10,Private,,,0.0,1.0,,0,2019,11402,False,False
ClearGuard HD,2019-01-01,https://www.icumed.com/products/specialty/renal-systems/clearguard-hd,"San Clemente, California, United States",Health Care,"Health Care, Medical Device",1498509.0,ClearGuard HD is a device designed to kill infection-causing bacteria inside a hemodialysis catheter hub.,5001-10000,1.0,,2012-08-15,1300000.0,Undisclosed,1300000.0,,5001-10000,Private,,,,,,1,2019,62681,False,False
Arya Home Healthcare,2019-09-05,https://www.aryahhc.com,"Fairfax, Virginia, United States","Consumer Goods, Health Care, Other, Professional Services","Customer Service, Elder Care, Health Care, Home Health Care, Personal Care and Hygiene, Wellness",1566430.0,"Established in 2019, Arya Home Healthcare LLC is a company that provides experienced, supportive, and trusted caregivers that our clients can count on like family. We provide personal care companionship and live-in care to clients with various medical conditions. We believe the nurturing environment of a client’s home allows our clients peace of mind. Our goal of providing companionship services will be key in building trust with our caregivers, family members, and our patients.",11-50,,,,,,,,11-50,Private,,,,,,6,2019,64472,False,False
Troo,2020-03-03,https://www.troo.co/,"New York, New York, United States","Internet Services, Media and Entertainment",Social Media,1892363.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,70475,False,False
HalloApp,2021-01-01,https://www.halloapp.com/,"Palo Alto, California, United States","Community and Lifestyle, Information Technology, Internet Services, Media and Entertainment","Information Technology, Social, Social Media",171764.0,,1-10,1.0,Seed,2022-01-01,,Seed,,,1-10,Private,,,0.0,3.0,,2,2021,20003,False,False
Taxa Technologies,2023-01-01,https://www.taxatech.com,"San Francisco, California, United States","Biotechnology, Consumer Goods, Science and Engineering","Biotechnology, Personal Care and Hygiene",18401.0,,1-10,1.0,Seed,2024-02-16,2500000.0,Pre-Seed,2500000.0,2.0,1-10,Private,,,,,,0,2023,1060,False,False
WP Lookout,2020-07-01,https://wplookout.com/,"Richmond, Virginia, United States",Software,"Developer Tools, Software, Web Development",1377589.0,,1-10,,,,,,,1.0,1-10,Private,,,,,,6,2020,60319,False,False
Entrepreneurs Herald,2020-04-12,https://www.entrepreneursherald.com/,"Walnut, California, United States","Community and Lifestyle, Content and Publishing, Media and Entertainment, Social Impact","News, Social Entrepreneurship, Social News",375228.0,"Entrepreneurs Herald is an online magazine for global entrepreneurs, technologists, marketers and small business owners. We aim to educate, inspire and motivate people by showcasing stories and ideas related to the world’s leading businesses and entrepreneurs. Entrepreneurs Herald is more than a premier business title: we are a source of information, inspiration and motivation for the world’s most successful leaders, executives, investors and entrepreneurs. An iconic, global media brand, we inspire and promote excellence within the business world. Through our four editorial cornerstones – Inspire, Innovate, Invest and Indulge – we delve deeper into both the professional and personal lives of business leaders, exploring the lifestyle interests and pursuits of this affluent audience. Our content creates conversations on all platforms, while our voice is the one that matters to decision-makers and game-changers.",11-50,,,,,,,,11-50,Private,,,,,,6,2020,32710,False,False
Particularly U,2018-06-01,https://particularlyu.com,"Miami Beach, Florida, United States",Education,"Corporate Training, Education, Training",2750061.0,"Are you brave enough to unlearn the skills that got you to where you are today and learn the ones needed to get ahead of tomorrow? Traditional forms of education are not keeping pace with the exponential rate of change in the world. Constant learning and unlearning is not an aspirational goal. It’s a survival skill and a competitive edge. We’ve re-engineered education to be just that. We’ve created the most comprehensive, game-changing approach to accelerated applied learning the world has ever seen. Particularly U™ is designed for the goals and challenges of three distinct audiences: executives, client teams and individuals. We teach topics including startup mindset, design thinking, technology evolution and more. Our focus areas change every year to anticipate upcoming waves of innovation. Tomorrow won’t be anything like today and tomorrow’s tomorrow is anyone’s guess.",1-10,,,,,,,2.0,1-10,Private,,,,,,6,2018,85272,False,False
USA SEO Agencies,2018-01-16,https://usaseoagencies.com,"Eagle, Idaho, United States","Internet Services, Sales and Marketing",SEO,2438861.0,"Search Engines rank SEO agencies by their own algorithms that are computer based and miss the personal interaction clients have with a company. Customer Service and client success is something that a computer cannot easily quantify. Based on our proprietary algorithm we rate the top SEO agencies by customer interaction, client success and over-all branding strategy. This rating changes frequently as current company actions alter and change listings. The goal is to provide companies and organizations a better starting point for acquiring a quality search engine optimization compleat to complete their marketing.",1-10,,,,,,,,1-10,Private,,,,,,6,2018,80706,False,False
