company,Founded Date,website,Headquarters Location,Industry Groups,Industries,CB Rank (Company),Full Description,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount Currency (in USD),Last Funding Type,Total Funding Amount Currency (in USD),Number of Founders,Number of Employees,IPO Status,IPO Date,Valuation at IPO Currency (in USD),IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,NA Count,age,founding_year,org_uuid,already_scraped,snapshot_in_window
MapleLMS,2020-01-01,https://www.maplelms.com,"Bethesda, Maryland, United States","Artificial Intelligence (AI), Data and Analytics, Education, Health Care, Information Technology, Manufacturing, Other, Science and Engineering, Social Impact, Software","Artificial Intelligence (AI), Association, E-Learning, Education, Health Care, Information Technology, Manufacturing, Non Profit, SaaS, Software",250082.0,"MapleLMS is a simple Learning management system (LMS), easy to set up and can be managed even by non-technical users. It emphasizes on corporate training, non-dues revenue generation for member-based organizations, customer training, partner training and is seamlessly integrated with the Salesforce environment. Our Salesforce LMS makes it possible to learn online anywhere, at any place and on any device. MapleLMS is no.1 Ranked Salesforce LMS on Salesforce Appexchange. MapleLMS's Online Examination tool is a powerful, AI-powered, well-integrated, and extremely secure online assessment tool. It includes a number of effective features that facilitate various online tests. Contact us!",11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,4,2020,25742,False,False
Avail Creative,2018-08-01,https://www.availcreative.com/,"Golden, Colorado, United States","Data and Analytics, Design, Hardware, Professional Services","Business Development, Industrial Design, Product Design, Product Research",1300467.0,"Avail Creative offers high-quality physical product design services for businesses and entrepreneurs. Experienced in developing consumer products across industries nationwide, Avail Creative's multi-disciplinary team can work alongside pre-existing staff or independently manage the entire development process.  Learn what we can do for you at www.availcreative.com",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,5,2018,58609,False,False
Farias Janitorial,2021-01-01,https://fariasjanitorialllc.com,"Manchester Township, New Jersey, United States","Administrative Services, Other, Real Estate","Commercial, Facilities Support Services, Janitorial Service",2489628.0,"Farias Janitorial provides daily cleaning, infection control, disinfection, spray buffing, scrub recoats, power washing, and upholstery cleaning services. They provide services for buildings, signs, sidewalks, playgrounds, and windows.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,,,,6,3,2021,81460,False,False
Sikari Luxe,2018-05-10,https://sikariluxe.com,"Tampa, Florida, United States","Financial Services, Lending and Investments","Financial Services, Venture Capital",2291798.0,Qualified Opportunity Funds,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2018,78372,False,False
Sileo Capital,2020-01-01,https://www.sileocapital.com,"Atlanta, Georgia, United States","Financial Services, Lending and Investments, Professional Services","Consulting, Finance, Financial Services, Impact Investing",2080931.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,0.0,1.0,,6,4,2020,73598,False,False
OutAt Inc,2021-01-01,http://www.outatinc.com,"Escondido, California, United States",Media and Entertainment,Media and Entertainment,157177.0,"OutAt Inc. is a multimedia exchange managing the ""OutAt"" brands which include the LGBTQ+ family-friendly festival Out at the Fair, OutAt.TV and OutAt Music. OutAt vision is to have everyone of all ages, no matter their orientation to feel like they belong in any environment free of judgment and ridicule. ​",1-10,1.0,Seed,2022-09-06,120000.0,Pre-Seed,120000.0,,1-10,Private,,,,,,0,3,2021,18856,False,False
WayMaker,2020-01-01,https://waymakerre.com ,"Irving, Texas, United States","Financial Services, Professional Services","Consulting, Finance, Financial Services",1614503.0,,1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,4,2020,65087,False,False
Family Vet Group,2019-01-01,https://www.familyvetgroup.com/,"Chicago, Illinois, United States",Health Care,"Health Care, Veterinary",2154700.0,Family Vet Group has emerged as one of the country's growing suppliers of general practice veterinary services.,101-250,0.0,M&A,,0.0,,0.0,,101-250,Private,,,,,,5,5,2019,73983,False,False
Tolbert Consulting Group,2019-01-01,https://www.tolbertconsultinggroup.com,"Charlotte, North Carolina, United States","Financial Services, Lending and Investments",Venture Capital,1504420.0,,11-50,0.0,,,0.0,,0.0,,11-50,Private,,,,,,6,5,2019,62580,False,False
Tongues Translation Services,2021-03-01,https://tongues.services,"Ocala, Florida, United States","Artificial Intelligence (AI), Data and Analytics, Media and Entertainment, Music and Audio, Professional Services, Science and Engineering, Software, Video","Artificial Intelligence (AI), Audio, Broadcasting, Content, Digital Media, Media and Entertainment, Translation Service, Video",477517.0,"UNIQUE MEDIA SOLUTIONS in 460+ languages & DIALECTS. We use breakthrough technologies to provide excellent translation, transcription, captions, and subtitles for your audio, video and print projects. AI Based Captions and Audio-Visual Translation Services.",11-50,0.0,,,0.0,,0.0,2.0,11-50,Private,,,0.0,0.0,,6,3,2021,37062,False,False
Frie Technologies,2019-02-03,http://www.frietechnologies.com,"Los Angeles, California, United States","Food and Beverage, Internet Services, Sales and Marketing, Software, Transportation","Fleet Management, Food Delivery, Internet, Marketing, Software",1184491.0,"Frie harnesses the power of social network effects and turns it into real-world opportunities  Frie encourages users to create their own lists, reviews, and interactive photo albums of their favorite restaurants in order to share them with the world. Customers can also use the Company’s website to perform the same functions if need be. It was founded in 2019 and based in Los Angeles, California. This provides an opportunity for friends and peers to greatly expand their dining options from people that they already trust or admire. Frie believes that these personalized recommendations will lead users to order more frequently from restaurants within the mobile platform ensuring more revenues for both its restaurant partners and delivery personnel. Other tools such as a handy bookmarking tool, a discovery feed, and plenty of user rewards are expected to ensure even more constant user engagement in the app. With the added ability to make table reservations or pick-up food directly from restaurants, Frie helps close the gap between restaurants and customers in the most seamless way possible.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,55315,False,False
Neighborhood Watch® for Corporations,2020-01-01,https://www.nwfc.io,"Ann Arbor, Michigan, United States","Administrative Services, Financial Services, Information Technology, Payments, Privacy and Security, Professional Services","Commercial Insurance, Compliance, Cyber Security, Fraud Detection, Human Resources, Insurance, InsurTech, Risk Management",953668.0,"With benefits similar to vehicle telematics and IoT sensors, we create a human sensor network that collects non-technical workplace risk observations in order to: -Reduce claims and augment risk control control programs -Improve underwriting accuracy and profitability -Reduce the time, effort and cost of mitigating enterprise-wide risks",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,4,2020,51216,False,False
ProMediaBank,2019-02-04,https://promediabank.com,"Montgomery, Alabama, United States","Content and Publishing, Internet Services, Media and Entertainment","Internet, News",1522912.0,"ProMediaBank llc. Is a limited liability corporation established and headquartered in the State of Alabama, USA in May of 2017. The company Chief Executive Officer, Lamont C. Bracy dba Lamont “Renzo” Bracy holds all liable indemnities in regard to the company financial and physical ownings.    The company's base business is procured from online media related transactions that involve, but not limited to promotion, marketing, and research analysis.",1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,5,2019,62179,False,False
Aecho,2021-06-03,https://www.aecho.ai/,"Wallkill, New York, United States","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software","Artificial Intelligence (AI), Software",263802.0,,1-10,0.0,,,0.0,,0.0,2.0,1-10,Private,,,,,,6,2,2021,26631,False,False
Mueller Wealth,2019-01-01,https://www.muellerwealth.com,"Oshkosh, Wisconsin, United States","Community and Lifestyle, Financial Services, Media and Entertainment, Other","Advice, Finance, Financial Services, Insurance, Retirement",2738669.0,"Muller Wealth offers personalized, hands-on service to help clients make better decisions. Investment portfolios are tailored to meet the individual objectives and risk tolerance using their professional insight. They help to prepare a happy, healthy, and secure retirement. Provides legal and ethical guidance for critical financial decisions.",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,5,2019,85453,False,False
SafeRx Pharmaceuticals,2021-01-01,https://saferxpharmaceuticals.com,"Lenox, Massachusetts, United States",Health Care,"Health Care, Pharmaceutical",406463.0,,1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,0.0,0.0,,6,3,2021,34151,False,False
Genchi,2018-05-09,https://www.Genchi.com,"San Francisco, California, United States","Administrative Services, Other, Software","Collaboration, Project Management, SaaS, Software",169393.0,"Genchi makes it easy to feel confident about your project status.  We're different from the other solutions as we believe project outcomes are everyones responsibility. So every day we do a quick 2-click check-in with each member of the team. Combining the unique insights from each individual givens a ""Confidence score"" for the whole team, indicating both project status and team health, much like a ""Net Promoter Score"" for your team. This is an easy way to implement transparency, leading to more engagement and trust within your team and ultimately leads to better project outcomes.",1-10,1.0,Seed,2019-02-13,220000.0,Seed,220000.0,1.0,1-10,Private,,,,,,0,5,2018,19816,False,False
Post Real Estate Group,2020-06-01,http://www.postrealestategroup.com,"Castle Rock, Colorado, United States","Financial Services, Real Estate","Real Estate, Real Estate Investment",2658589.0,"Post Real Estate Group is a real estate investment, private equity, and asset management company that focuses on stable, quality returns and providing exceptional service to our communities. We were recognized by Inc 5000 in 2022 as in the top 10% of fastest-growing US private businesses!",1-10,0.0,,,0.0,,0.0,,1-10,Private,,,,,,6,3,2020,83463,False,False
KIN Apparel,2020-01-01,https://kinapparel.org,"Philadelphia, Pennsylvania, United States","Clothing and Apparel, Commerce and Shopping, Design","Apparel, E-Commerce, Fashion",198353.0,"KIN Apparel provides hair care with fashion and inclusion. Their products include hoodies, airport sets, hats, pillowcases, and car headrest covers. Their satin products are an essential part of any healthy hair care regimen. Their satin naturally retains moisture, allowing their hair to stay moisturized and protected.",11-50,0.0,,,0.0,,0.0,1.0,11-50,Private,,,0,0,,6,4,2020,21996,False,False
Maya Bagel Express,2020-07-01,https://www.mayabagelexpress.com,"Louisville, Kentucky, United States",Food and Beverage,"Bakery, Restaurants",1090399.0,"Maya Bagel Express is a family operated café that serves mainly Bagels, among many other options that include breakfast, lunch sandwiches, pastries, and coffees. Maya Bagel Express strives to perfect a bagel. Coming from a baking family, the art of crafting or baking a bagel came naturally. Maya Bagel Express has staff that truly understands the importance of producing a fresh bagel daily for its customers.",1-10,0.0,,,0.0,,0.0,1.0,1-10,Private,,,,,,6,3,2020,53659,False,False
